port,addr,epoch,utc,GrossQty#2,FlowRate#4,GrossTotal#17,NetTotal#18,PrevGross#100,PrevNet#101,longi,longimm,lati,latimm,reserved
1,0x0002380,1727719013,2024-09-30 17:56:53,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x00023C0,1727719013,2024-09-30 17:56:53,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002400,1727719014,2024-09-30 17:56:54,10.2,10.2,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002440,1727719015,2024-09-30 17:56:55,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002480,1727719016,2024-09-30 17:56:56,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x00024C0,1727719016,2024-09-30 17:56:56,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002500,1727719017,2024-09-30 17:56:57,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002540,1727719018,2024-09-30 17:56:58,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002580,1727719018,2024-09-30 17:56:58,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x00025C0,1727719019,2024-09-30 17:56:59,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002600,1727719022,2024-09-30 17:57:02,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002640,1727719023,2024-09-30 17:57:03,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002680,1727719023,2024-09-30 17:57:03,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x00026C0,1727719024,2024-09-30 17:57:04,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002700,1727719027,2024-09-30 17:57:07,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002740,1727719028,2024-09-30 17:57:08,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002780,1727719028,2024-09-30 17:57:08,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x00027C0,1727719029,2024-09-30 17:57:09,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002800,1727719032,2024-09-30 17:57:12,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002840,1727719033,2024-09-30 17:57:13,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002880,1727719033,2024-09-30 17:57:13,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x00028C0,1727719034,2024-09-30 17:57:14,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002900,1727719037,2024-09-30 17:57:17,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002940,1727719038,2024-09-30 17:57:18,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002980,1727719038,2024-09-30 17:57:18,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x00029C0,1727719039,2024-09-30 17:57:19,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002A00,1727719042,2024-09-30 17:57:22,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002A40,1727719043,2024-09-30 17:57:23,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002A80,1727719043,2024-09-30 17:57:23,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002AC0,1727719044,2024-09-30 17:57:24,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002B00,1727719047,2024-09-30 17:57:27,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002B40,1727719048,2024-09-30 17:57:28,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
1,0x0002B80,1727719048,2024-09-30 17:57:28,10.2,0.0,2130.6,0.0,2120.4,0.0,0,0,0,0,0000000000000000000000000000000000000000
